id,case_number,date,block,primary_type,description,location_description,latitude,longitude
14123748,JK165243,2026-02-26T12:00:00.000,100XX W OHARE ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,GOVERNMENT BUILDING / PROPERTY,41.976290414,-87.905227221
14121781,JK162775,2026-02-26T12:00:00.000,040XX W IRVING PARK RD,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,41.953643409,-87.72801475
14126388,JK168530,2026-02-26T12:00:00.000,040XX W DIVISION ST,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PRIVATE GROUNDS,41.902664731,-87.726608375
14121875,JK162958,2026-02-26T12:00:00.000,073XX S RIDGELAND AVE,THEFT,$500 AND UNDER,APARTMENT,41.761898254,-87.582323261
14121835,JK162802,2026-02-26T12:00:00.000,0000X N MICHIGAN AVE,THEFT,OVER $500,RESTAURANT,41.882424852,-87.624377884
14121716,JK162753,2026-02-26T12:00:00.000,050XX N OAKLEY AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE - COMMERCIAL,41.973398385,-87.686640307
14121803,JK162721,2026-02-26T12:00:00.000,048XX W ROOSEVELT RD,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.865891974,-87.745099663
14121774,JK162730,2026-02-26T11:52:00.000,116XX S VINCENNES AVE,OTHER OFFENSE,TELEPHONE THREAT,STREET,41.682976863,-87.668700729
14122289,JK163388,2026-02-26T11:50:00.000,006XX N LECLAIRE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.891538918,-87.753028938
14122357,JK162670,2026-02-26T11:48:00.000,055XX S KEDZIE AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.792874284,-87.703537299
14121688,JK162732,2026-02-26T11:45:00.000,071XX S CALUMET AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.765129284,-87.616855105
14121712,JK162724,2026-02-26T11:45:00.000,097XX S WOODLAWN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.717619159,-87.594644274
14121700,JK162737,2026-02-26T11:45:00.000,080XX S EBERHART AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.748427219,-87.612427155
14121663,JK162690,2026-02-26T11:45:00.000,016XX W OGDEN AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,41.879682085,-87.668201247
14122429,JK162677,2026-02-26T11:40:00.000,012XX E 47TH ST,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,41.809648146,-87.596203254
14126609,JK168771,2026-02-26T11:33:00.000,020XX W ADDISON ST,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,41.946857195,-87.67903112
14121695,JK162697,2026-02-26T11:31:00.000,023XX W MELROSE ST,CRIMINAL TRESPASS,TO LAND,RESIDENCE - GARAGE,41.940378728,-87.686893193
14121993,JK162875,2026-02-26T11:30:00.000,091XX S COLFAX AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.729288447,-87.560909165
14121764,JK162698,2026-02-26T11:30:00.000,070XX S ASHLAND AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,41.76573639,-87.66381882
14121940,JK162779,2026-02-26T11:30:00.000,005XX W OAK ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.900424796,-87.642467932
14121895,JK162700,2026-02-26T11:27:00.000,023XX N LINCOLN AVE,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,41.924776249,-87.647823816
14121670,JK162657,2026-02-26T11:25:00.000,043XX S ARCHER AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.813803157,-87.704715262
14122064,JK162639,2026-02-26T11:24:00.000,006XX N CICERO AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,APARTMENT,41.891877604,-87.745698694
14122211,JK162648,2026-02-26T11:22:00.000,006XX N CICERO AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,41.89177329,-87.745692304
14123565,JK164986,2026-02-26T11:15:00.000,023XX W 100TH ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,41.711857719,-87.680101323
14121677,JK162707,2026-02-26T11:12:00.000,001XX N MENARD AVE,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,41.883044212,-87.769858689
14121614,JK162680,2026-02-26T11:10:00.000,052XX N LINCOLN AVE,THEFT,ATTEMPT THEFT,GROCERY FOOD STORE,41.977017622,-87.692447486
14122114,JK162692,2026-02-26T11:05:00.000,052XX N NAGLE AVE,THEFT,$500 AND UNDER,RESTAURANT,41.975902566,-87.787870189
14121745,JK162663,2026-02-26T11:05:00.000,026XX W HADDON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.90202823,-87.693275074
14121751,JK162655,2026-02-26T11:03:00.000,053XX N DELPHIA AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,41.976282242,-87.841541839
14121633,JK162638,2026-02-26T11:01:00.000,038XX N RECREATION DR,BATTERY,SIMPLE,PARK PROPERTY,41.952471604,-87.644277333
14125322,JK167046,2026-02-26T11:00:00.000,008XX S WELLS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,41.87178962,-87.633564301
14122447,JK163606,2026-02-26T11:00:00.000,107XX S BENSLEY AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.700222266,-87.563194215
14122082,JK163220,2026-02-26T11:00:00.000,018XX W NORTH AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.910536878,-87.67414124
14122386,JK163513,2026-02-26T11:00:00.000,032XX W LEXINGTON ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,41.871860452,-87.707157461
14121667,JK162624,2026-02-26T11:00:00.000,036XX W LEXINGTON ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VACANT LOT / LAND,41.871730695,-87.716649852
14125198,JK167034,2026-02-26T11:00:00.000,011XX S KILBOURN AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,41.867586991,-87.737466011
14122559,JK163730,2026-02-26T11:00:00.000,005XX W 18TH ST,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,41.857660714,-87.639195193
14122586,JK163833,2026-02-26T10:54:00.000,017XX S STATE ST,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,POLICE FACILITY / VEHICLE PARKING LOT,41.858594819,-87.627214427
14121754,JK162696,2026-02-26T10:49:00.000,010XX W LAKE ST,ROBBERY,STRONG ARM - NO WEAPON,CONVENIENCE STORE,41.885557376,-87.65364901
14122597,JK163742,2026-02-26T10:45:00.000,006XX N ASHLAND AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",VEHICLE - COMMERCIAL,41.893639096,-87.667219045
14121652,JK162618,2026-02-26T10:45:00.000,0000X S HALSTED ST,ASSAULT,SIMPLE,GROCERY FOOD STORE,41.881203182,-87.647342333
14121735,JK162777,2026-02-26T10:42:00.000,016XX S MILLARD AVE,THEFT,$500 AND UNDER,APARTMENT,41.858356657,-87.716411276
14121674,JK162615,2026-02-26T10:40:00.000,001XX N MORGAN ST,BATTERY,SIMPLE,RESTAURANT,41.885150434,-87.652125613
14121696,JK162682,2026-02-26T10:39:00.000,049XX W FERDINAND ST,NARCOTICS,POSSESS - SYNTHETIC DRUGS,CONVENIENCE STORE,41.889533559,-87.749374451
14121793,JK162626,2026-02-26T10:39:00.000,049XX W FERDINAND ST,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,41.889533559,-87.749374451
14122505,JK162709,2026-02-26T10:32:00.000,0000X W MADISON ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,41.881994258,-87.629773427
14122033,JK163034,2026-02-26T10:30:00.000,035XX S WASHTENAW AVE,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PUBLIC BUILDING,41.828907913,-87.692349187
14121748,JK162629,2026-02-26T10:30:00.000,009XX W RANDOLPH ST,ASSAULT,SIMPLE,RESTAURANT,41.884451738,-87.651383878
14122458,JK162693,2026-02-26T10:30:00.000,052XX W MELROSE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.939602533,-87.757610436
14121834,JK162612,2026-02-26T10:30:00.000,025XX S KEDZIE AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,41.845880198,-87.705080327
14125691,JK166682,2026-02-26T10:30:00.000,063XX S MINERVA AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.778871742,-87.59631384
14121693,JK162635,2026-02-26T10:30:00.000,0000X S THROOP ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.880932433,-87.659551412
14122127,JK162585,2026-02-26T10:25:00.000,031XX W Logan Blvd,THEFT,$500 AND UNDER,APARTMENT,41.928763353,-87.705855277
14121731,JK162718,2026-02-26T10:23:00.000,027XX N PULASKI RD,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,41.931212097,-87.72696267
14121656,JK162578,2026-02-26T10:23:00.000,040XX N CICERO AVE,THEFT,$500 AND UNDER,DRUG STORE,41.954698652,-87.747338823
14121946,JK162576,2026-02-26T10:18:00.000,019XX W MONTEREY AVE,ASSAULT,SIMPLE,SIDEWALK,41.691788166,-87.669994026
14121679,JK162561,2026-02-26T10:11:00.000,001XX N GREEN ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,41.885050022,-87.648623237
14121771,JK162555,2026-02-26T10:07:00.000,038XX W LAWRENCE AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,41.968289813,-87.723452492
14121682,JK162569,2026-02-26T10:03:00.000,010XX N LOCKWOOD AVE,ASSAULT,SIMPLE,RESIDENCE,41.899152589,-87.75816492
14121615,JK162552,2026-02-26T10:00:00.000,067XX S JEFFERY BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,41.772998982,-87.576478539
14126095,JK168045,2026-02-26T10:00:00.000,011XX W 95TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.721347217,-87.65215149
14121752,JK162793,2026-02-26T10:00:00.000,042XX S OAKENWALD AVE,THEFT,THEFT FROM MOTOR VEHICLE,APARTMENT,41.817604432,-87.598015977
14121730,JK162740,2026-02-26T10:00:00.000,009XX W BELMONT AVE,SEX OFFENSE,PUBLIC INDECENCY,CTA TRAIN,41.93991842,-87.653288878
14122035,JK163206,2026-02-26T10:00:00.000,099XX S ABERDEEN ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.712968719,-87.650287815
14121849,JK163008,2026-02-26T10:00:00.000,019XX W DIVISION ST,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,41.903217917,-87.675560999
14123494,JK164793,2026-02-26T10:00:00.000,054XX N OKETO AVE,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,41.978607683,-87.811940075
14122278,JK163360,2026-02-26T10:00:00.000,035XX S FRANCISCO AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.829484027,-87.697252827
14124236,JK162589,2026-02-26T10:00:00.000,021XX W 19TH ST,ASSAULT,SIMPLE,APARTMENT,41.85580156,-87.679181872
14121724,JK162592,2026-02-26T10:00:00.000,074XX W TALCOTT AVE,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,41.988630807,-87.812829371
14121830,JK162778,2026-02-26T09:50:00.000,095XX S EWING AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.722417472,-87.536111777
14122963,JK164373,2026-02-26T09:50:00.000,095XX S EWING AVE,ASSAULT,SIMPLE,STREET,41.722417472,-87.536111777
14121539,JK162551,2026-02-26T09:46:00.000,095XX S EWING AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.722417472,-87.536111777
14121600,JK162640,2026-02-26T09:46:00.000,071XX S SOUTH SHORE DR,THEFT,$500 AND UNDER,APARTMENT,41.766161865,-87.562692028
14121770,JK162797,2026-02-26T09:38:00.000,095XX S DOBSON AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.721455089,-87.598398911
14121586,JK162533,2026-02-26T09:35:00.000,002XX W MERCHANDISE MART PLZ,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",COMMERCIAL / BUSINESS OFFICE,41.887966168,-87.634790696
14122026,JK163109,2026-02-26T09:31:00.000,009XX W WASHINGTON BLVD,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.883074281,-87.651409543
14123209,JK164456,2026-02-26T09:30:00.000,0000X N PINE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.880848925,-87.763209368
14122087,JK162652,2026-02-26T09:30:00.000,020XX W 70TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.766611934,-87.674758897
14121761,JK162647,2026-02-26T09:30:00.000,034XX S DR MARTIN LUTHER KING JR DR,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.831898391,-87.616976942
14121841,JK162914,2026-02-26T09:30:00.000,026XX W HOWARD ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,42.019413511,-87.695562199
14121583,JK162563,2026-02-26T09:30:00.000,088XX S BURLEY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,41.735127203,-87.545784616
14121675,JK162492,2026-02-26T09:12:00.000,024XX W WARREN BLVD,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,41.882083925,-87.687055144
14121736,JK162528,2026-02-26T09:11:00.000,082XX S ABERDEEN ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.74461304,-87.651147103
14121584,JK162537,2026-02-26T09:10:00.000,002XX W MERCHANDISE MART PLZ,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,41.887966168,-87.634790696
14121877,JK162952,2026-02-26T09:00:00.000,008XX N MAPLEWOOD AVE,INTIMIDATION,INTIMIDATION,APARTMENT,41.896439505,-87.690557745
14121685,JK162523,2026-02-26T09:00:00.000,006XX N KEDZIE AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.892575745,-87.706466687
14121599,JK162502,2026-02-26T09:00:00.000,015XX N CLYBOURN AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.909289945,-87.647258453
14121870,JK162996,2026-02-26T09:00:00.000,014XX S ST LOUIS AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,OTHER (SPECIFY),41.861751313,-87.712847101
14122798,JK164019,2026-02-26T09:00:00.000,020XX N SPAULDING AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.918079398,-87.710266196
14121706,JK162531,2026-02-26T09:00:00.000,058XX N SHERIDAN RD,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.988008918,-87.655322651
14122790,JK164041,2026-02-26T09:00:00.000,062XX S HOMAN AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.779437923,-87.708002405
14121638,JK162494,2026-02-26T09:00:00.000,046XX S HALSTED ST,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.809860998,-87.645565723
14125528,JK167497,2026-02-26T09:00:00.000,115XX S RACINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.684181748,-87.651851724
14121866,JK162845,2026-02-26T08:58:00.000,041XX W 76TH ST,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.75502905,-87.725706576
14121623,JK162545,2026-02-26T08:55:00.000,005XX W ROOSEVELT RD,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.867251542,-87.639594427
14125526,JK167463,2026-02-26T08:40:00.000,084XX S ADA ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,41.740457742,-87.657112306
14121637,JK162447,2026-02-26T08:30:00.000,085XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,STREET,41.739817594,-87.604913162
14126953,JK169123,2026-02-26T08:30:00.000,025XX S WESTERN AVE,ASSAULT,SIMPLE,SCHOOL - PRIVATE GROUNDS,41.845968863,-87.685473571
14121564,JK162467,2026-02-26T08:30:00.000,039XX W CHICAGO AVE,ASSAULT,SIMPLE,RESTAURANT,41.895372185,-87.725362479
14121552,JK162468,2026-02-26T08:30:00.000,020XX N CAMPBELL AVE,THEFT,$500 AND UNDER,RESIDENCE,41.919222845,-87.689215828
14121647,JK162630,2026-02-26T08:30:00.000,028XX W 25TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.846436668,-87.696497702
14121526,JK162483,2026-02-26T08:28:00.000,019XX N CICERO AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,41.915715874,-87.74605323
14121654,JK162453,2026-02-26T08:25:00.000,016XX S BLUE ISLAND AVE,ASSAULT,SIMPLE,RESTAURANT,41.858389699,-87.660705812
14121619,JK162466,2026-02-26T08:25:00.000,091XX S SOUTH CHICAGO AVE,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,STREET,41.729171506,-87.55456177
14122815,JK163972,2026-02-26T08:23:00.000,016XX N KILDARE AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,41.910701335,-87.733681585
14121491,JK162455,2026-02-26T08:20:00.000,060XX S INDIANA AVE,THEFT,$500 AND UNDER,STREET,41.784903215,-87.620594973
14123043,JK163501,2026-02-26T08:12:00.000,005XX W WEBSTER AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.921904892,-87.642636783
14121522,JK162456,2026-02-26T08:05:00.000,039XX W CHICAGO AVE,NARCOTICS,POSSESS - CRACK,PARKING LOT / GARAGE (NON RESIDENTIAL),41.895372185,-87.725362479
14121568,JK162441,2026-02-26T08:05:00.000,056XX W IRVING PARK RD,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SMALL RETAIL STORE,41.953177006,-87.767307661
14122163,JK163284,2026-02-26T08:00:00.000,027XX S INDIANA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.844026941,-87.622100808
14122957,JK163988,2026-02-26T08:00:00.000,012XX W ERIE ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.893487029,-87.658097248
14122175,JK163238,2026-02-26T08:00:00.000,043XX S PRAIRIE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.81607864,-87.619776189
14122143,JK162579,2026-02-26T08:00:00.000,022XX E 75TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,41.758954185,-87.569503849
14122100,JK162881,2026-02-26T08:00:00.000,015XX E 67TH ST,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,41.773320568,-87.587465382
14126434,JK167615,2026-02-26T08:00:00.000,039XX N PACIFIC AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.951054314,-87.826939215
14121498,JK162433,2026-02-26T07:55:00.000,018XX S TROY ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,41.856347317,-87.704170333
14121490,JK162452,2026-02-26T07:40:00.000,067XX S CHAMPLAIN AVE,THEFT,$500 AND UNDER,RESIDENCE,41.772308181,-87.609384703
14125444,JK167337,2026-02-26T07:40:00.000,017XX E 72ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.764260979,-87.583146097
14121540,JK162432,2026-02-26T07:37:00.000,085XX S MUSKEGON AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,41.740127827,-87.555121917
14121480,JK162413,2026-02-26T07:20:00.000,0000X E 87TH ST,ASSAULT,SIMPLE,RESTAURANT,41.736345248,-87.623198545
14121534,JK162405,2026-02-26T07:15:00.000,004XX E 110TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.693221893,-87.611886916
14121533,JK162408,2026-02-26T07:09:00.000,002XX E 116TH ST,BATTERY,SIMPLE,RESIDENCE,41.682581566,-87.617504356
14123073,JK163507,2026-02-26T07:03:00.000,026XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.930906002,-87.644017035
14123402,JK164799,2026-02-26T07:00:00.000,037XX S LAKE PARK AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.828035913,-87.605854908
14121495,JK162482,2026-02-26T07:00:00.000,011XX S CALIFORNIA AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,41.867748212,-87.695937451
14122623,JK163810,2026-02-26T07:00:00.000,003XX W GARFIELD BLVD,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,41.794488452,-87.63480185
14121778,JK162827,2026-02-26T07:00:00.000,052XX S UNIVERSITY AVE,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),41.800538968,-87.598200112
14121519,JK162426,2026-02-26T07:00:00.000,018XX S KARLOV AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.855906242,-87.727274434
14121481,JK162409,2026-02-26T06:50:00.000,013XX W 51ST ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,41.801405142,-87.65839737
14121587,JK162411,2026-02-26T06:33:00.000,036XX S PARNELL AVE,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE - YARD (FRONT / BACK),41.828384041,-87.639955524
14122135,JK162417,2026-02-26T06:30:00.000,029XX N SPRINGFIELD AVE,THEFT,OVER $500,STREET,41.934632679,-87.724611205
14121487,JK162443,2026-02-26T06:10:00.000,022XX S HALSTED ST,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,41.852136407,-87.646478446
14121515,JK162462,2026-02-26T06:00:00.000,057XX S TRUMBULL AVE,THEFT,OVER $500,STREET,41.789240778,-87.709560918
14121506,JK162392,2026-02-26T06:00:00.000,027XX W WASHINGTON BLVD,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.882912342,-87.694842989
14122717,JK163898,2026-02-26T05:34:00.000,019XX N MILWAUKEE AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - PORCH / HALLWAY,41.916285455,-87.68658527
14121684,JK162422,2026-02-26T05:30:00.000,016XX W 48TH ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.806767808,-87.666443475
14121472,JK162355,2026-02-26T05:30:00.000,0000X W 87TH ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM,41.736277427,-87.62510451
14121446,JK162340,2026-02-26T05:10:00.000,068XX S PERRY AVE,BATTERY,SIMPLE,RESIDENCE,41.77029895,-87.628293582
14121610,JK162536,2026-02-26T05:00:00.000,035XX W 63RD ST,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),41.778830658,-87.711905593
14121509,JK162386,2026-02-26T05:00:00.000,052XX W WASHINGTON BLVD,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.882348066,-87.756769646
14122075,JK163138,2026-02-26T05:00:00.000,110XX S VERNON AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.694233758,-87.61219782
14121921,JK163085,2026-02-26T04:55:00.000,047XX N KEDZIE AVE,THEFT,$500 AND UNDER,STREET,41.967215646,-87.708434457
14123382,JK164699,2026-02-26T04:45:00.000,016XX W EISENHOWER EXPY OB,BATTERY,SIMPLE,CTA TRAIN,41.87602686,-87.667273451
14121454,JK162374,2026-02-26T04:40:00.000,034XX W 63RD ST,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,POLICE FACILITY / VEHICLE PARKING LOT,41.778877155,-87.708840106
14121423,JK162334,2026-02-26T04:36:00.000,129XX S TORRENCE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.660057029,-87.55923028
14121433,JK162337,2026-02-26T04:30:00.000,024XX N CLARK ST,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,41.926268719,-87.640899336
14122055,JK163165,2026-02-26T04:30:00.000,079XX S YATES BLVD,BATTERY,SIMPLE,RESIDENCE,41.750523738,-87.566213966
14127237,JK169261,2026-02-26T04:20:00.000,065XX S RHODES AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.776105804,-87.611926629
14121449,JK162330,2026-02-26T04:17:00.000,071XX S MARSHFIELD AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.764179084,-87.665011627
14121973,JK163110,2026-02-26T04:00:00.000,043XX S KILDARE BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.814876031,-87.731329772
14121441,JK162324,2026-02-26T04:00:00.000,042XX N ELSTON AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.958222596,-87.725765469
14121542,JK162519,2026-02-26T04:00:00.000,072XX W PALATINE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.995404857,-87.808308209
14121445,JK162336,2026-02-26T04:00:00.000,006XX W DIVISION ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.903682376,-87.645239323
14121440,JK162323,2026-02-26T03:57:00.000,035XX N CLARK ST,BURGLARY,FORCIBLE ENTRY,RESTAURANT,41.94670237,-87.656117076
14122847,JK164188,2026-02-26T03:45:00.000,060XX N BROADWAY,BURGLARY,ATTEMPT FORCIBLE ENTRY,BAR OR TAVERN,41.992025699,-87.660330626
14121427,JK162333,2026-02-26T03:42:00.000,065XX N SHERIDAN RD,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,42.001910021,-87.660756261
14121421,JK162321,2026-02-26T03:36:00.000,067XX S CLYDE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.772744066,-87.574029014
14121425,JK162312,2026-02-26T03:29:00.000,074XX N WESTERN AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,42.016461083,-87.690207966
14121452,JK162319,2026-02-26T03:25:00.000,055XX W MONTROSE AVE,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,41.960499586,-87.76584571
14121463,JK162370,2026-02-26T03:21:00.000,082XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.744699506,-87.617983718
14121444,JK162315,2026-02-26T03:20:00.000,004XX E 81ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.747479766,-87.61407213
14121431,JK162318,2026-02-26T03:11:00.000,068XX S PERRY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.77029895,-87.628293582
14121461,JK162311,2026-02-26T03:08:00.000,0000X E ADAMS ST,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,41.879505465,-87.626683155
14121434,JK162317,2026-02-26T03:02:00.000,027XX W WINONA ST,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,41.97476273,-87.697534046
14121401,JK162304,2026-02-26T03:01:00.000,009XX S WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,41.869938166,-87.686131119
