id,case_number,date,block,primary_type,description,location_description,latitude,longitude,gc_address,gc_score,gc_lat,gc_lng,distance_m
14122190,JK163244,2026-02-26T19:34:00.000,031XX W FIFTH AVE,STALKING,VIOLATION OF STALKING NO CONTACT ORDER,APARTMENT,41.878530679,-87.705458306,"W 5th Ave, Chicago, Illinois, 60644",92.39,41.868735848533,-87.742390846247,3246.1019445074126
14122308,JK163233,2026-02-26T19:32:00.000,079XX S ST LAWRENCE AVE,ASSAULT,SIMPLE,APARTMENT,41.750594093,-87.610064836,"S St Lawrence Ave, Chicago, Illinois, 60615",93.75,41.801230094478,-87.610489485396,5630.576584783157
14125551,JK167362,2026-02-26T19:30:00.000,030XX N HAUSSEN CT,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.936563527,-87.723372633,"N Haussen Ct, Chicago, Illinois, 60618",92.71,41.936684700541,-87.723251736283,16.779386855732163
14122178,JK163263,2026-02-26T19:30:00.000,074XX S CLYDE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,41.759972548,-87.573677458,"S Clyde Ave, Chicago, Illinois, 60617",92.39,41.7306989381,-87.573149028101,3255.372122406848
14122460,JK163645,2026-02-26T19:30:00.000,049XX S PAULINA ST,THEFT,$500 AND UNDER,STREET,41.803924097,-87.667279867,"49 S Paulina St, Chicago, Illinois, 60612",97.68,41.88088823938,-87.669201943193,8559.503190071748
14122295,JK163361,2026-02-26T19:30:00.000,006XX N TRUMBULL AVE,THEFT,$500 AND UNDER,STREET,41.892644577,-87.712570228,"N Trumbull Ave, Chicago, Illinois, 60624",93.27,41.892926587878,-87.712587369099,31.3902601935531
14122166,JK163213,2026-02-26T19:30:00.000,065XX W BELMONT AVE,BATTERY,SIMPLE,SIDEWALK,41.938247021,-87.790308253,"W Belmont Ave, Chicago, Illinois, 60618",93.0,41.939375568375,-87.702772308978,7241.477940963571
14122198,JK163266,2026-02-26T19:30:00.000,063XX S ASHLAND AVE,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,41.779012821,-87.664208692,"63 S Ashland Ave, Chicago, Illinois, 60607",97.71,41.880329907594,-87.666590986712,11267.67500967113
14122195,JK163231,2026-02-26T19:24:00.000,032XX W MARQUETTE RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.771656489,-87.704236124,"32 W Marquette Rd, Chicago, Illinois, 60621",97.74,41.772855417969,-87.6253742817,6541.294329352552
14122234,JK163207,2026-02-26T19:22:00.000,044XX N CLARK ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.962180393,-87.666075428,"44 N Clark St, Chicago, Illinois, 60602",97.6,41.882797447397,-87.63097858862,9292.318069711728
14124382,JK166007,2026-02-26T19:16:00.000,071XX S CYRIL AVE,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,APARTMENT,41.764802087,-87.576941433,"S Cyril Ave, Chicago, Illinois, 60649",92.39,41.764819136496,-87.576876667006,5.696337106949145
14122413,JK163573,2026-02-26T19:15:00.000,060XX N OLYMPIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.989191042,-87.817786922,"N Olympia Ave, Chicago, Illinois, 60631",93.0,41.998569115333,-87.817349477408,1043.420627848274
14122154,JK163193,2026-02-26T19:10:00.000,011XX S CLARK ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.86821682,-87.6304532,"11 S Clark St, Chicago, Illinois, 60603",97.6,41.881622158754,-87.630770349116,1490.8369303048996
14122229,JK163205,2026-02-26T19:09:00.000,062XX S SPAULDING AVE,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,41.779586612,-87.705577501,"62 S Spaulding Ave, Chicago, Illinois, 60624",97.77,41.880411357408,-87.708579201983,11213.958392732975
14122083,JK163260,2026-02-26T19:08:00.000,019XX E 71ST PL,THEFT,$500 AND UNDER,APARTMENT,41.765286035,-87.577086035,"19 E 71st St, Chicago, Illinois, 60619",92.66,41.765331451098,-87.624321264819,3917.599113172595
14122088,JK163200,2026-02-26T19:08:00.000,011XX W NORTH SHORE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,42.003705115,-87.659420206,"W North Shore Ave, Chicago, Illinois, 60631",93.75,42.002580454838,-87.809167911909,12374.261291125993
14122344,JK163450,2026-02-26T19:00:00.000,045XX W 56TH ST,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,41.791259885,-87.737344685,"W 56th St, Chicago, Illinois, 60621",91.67,41.792445096104,-87.649956630776,7245.990211803356
14121976,JK163188,2026-02-26T19:00:00.000,091XX S SOUTH CHICAGO AVE,THEFT,$500 AND UNDER,APARTMENT,41.729171506,-87.55456177,"S South Chicago Ave, Chicago, Illinois, 60617",94.17,41.72386849845,-87.54708427356,856.0268571668355
14122324,JK163313,2026-02-26T19:00:00.000,017XX S STATE ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.858594819,-87.627214427,"17 S State St, Chicago, Illinois, 60603",97.6,41.881832860026,-87.627656903524,2584.2120010899903
14122759,JK164040,2026-02-26T19:00:00.000,021XX W PETERSON AVE,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.990615196,-87.683188577,"W Peterson Ave, Chicago, Illinois, 60646",93.27,41.989911722206,-87.747825689283,5342.608620272036
14123047,JK163739,2026-02-26T19:00:00.000,043XX S PRAIRIE AVE,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,41.81607864,-87.619776189,"43 S Prairie Ave, Park Ridge, Illinois, 60068",95.68,42.009882604611,-87.833944485975,27900.94089998439
14122496,JK163662,2026-02-26T19:00:00.000,051XX S KOLMAR AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.799240241,-87.736808645,"S Kolmar Ave, Chicago, Illinois, 60632",92.71,41.799540848886,-87.736789887508,33.462216562403256
14122232,JK163302,2026-02-26T19:00:00.000,025XX W CORTEZ ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.900258118,-87.690313748,"W Cortez St, Chicago, Illinois, 60651",92.39,41.899454421336,-87.763175595086,6030.98925287239
14122958,JK164089,2026-02-26T19:00:00.000,043XX S DREXEL BLVD,ASSAULT,SIMPLE,RESIDENCE,41.816048668,-87.604512209,"S Drexel Blvd, Chicago, Illinois, 60615",93.0,41.80572942819,-87.604266798464,1147.6273653616938
14122165,JK163190,2026-02-26T18:55:00.000,015XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.909909583,-87.676734048,"N Milwaukee Ave, Chicago, Illinois, 60618",93.52,41.936599187825,-87.719729031686,4632.567247187887
14124741,JK165751,2026-02-26T18:55:00.000,063XX W IRVING PARK RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.952931888,-87.785224325,"63 Irving Park Rd, Bensenville, Illinois, 60106",96.48,41.960966250115,-87.9383593904,12694.1845604188
14122015,JK163148,2026-02-26T18:49:00.000,015XX S HOMAN AVE,THEFT,OVER $500,APARTMENT,41.859973316,-87.710364379,"15 S Homan Ave, Chicago, Illinois, 60624",97.64,41.880374975447,-87.710975626349,2269.125552228053
14122000,JK163186,2026-02-26T18:48:00.000,004XX E 91ST ST,THEFT,$500 AND UNDER,RESIDENCE,41.729218166,-87.613041281,"4 E 91st St, Chicago, Illinois, 60619",96.56,41.729088482996,-87.623819759538,894.5653565369367
14123036,JK163482,2026-02-26T18:45:00.000,004XX E 66th st,THEFT,FROM BUILDING,APARTMENT,41.774800587,-87.614723805,"4 E 66th St, Chicago, Illinois, 60637",96.56,41.774652876623,-87.625009980171,853.1477638256218
14123067,JK163808,2026-02-26T18:40:00.000,016XX N CLEVELAND AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,41.911780066,-87.641041258,"N Cleveland Ave, Chicago, Illinois, 60614",93.52,41.919487074312,-87.64126311514,857.1768145989458
14122048,JK163152,2026-02-26T18:35:00.000,008XX W MARQUETTE RD,ROBBERY,ARMED - HANDGUN,STREET,41.772449111,-87.646185488,"8 W Marquette Rd, Chicago, Illinois, 60621",97.74,41.772857693057,-87.625287445184,1733.6390372244232
14122046,JK163179,2026-02-26T18:34:00.000,040XX W SCHOOL ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,41.940873712,-87.727852521,"40 W School St, Glenwood, Illinois, 60425",95.62,41.547941189911,-87.613279184273,44714.144160152646
14122727,JK163986,2026-02-26T18:30:00.000,048XX N NEWCASTLE AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,41.969475206,-87.797688068,"N Newcastle Ave, Chicago, Illinois, 60634",93.52,41.941829270655,-87.79705691136,3074.530767743062
14122349,JK163460,2026-02-26T18:30:00.000,024XX W 63RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.779232785,-87.685346466,"24 W 63rd St, Chicago, Illinois, 60629",96.56,41.779255402172,-87.684325197565,84.72090643224213
14122267,JK163387,2026-02-26T18:30:00.000,055XX W HARRISON ST,BATTERY,SIMPLE,APARTMENT,41.87284393,-87.763207078,"55 W Harrison St, Chicago, Illinois, 60605",97.71,41.874505703651,-87.629496237478,11072.501370754842
14122065,JK163162,2026-02-26T18:26:00.000,047XX W IRVING PARK RD,BATTERY,SIMPLE,DEPARTMENT STORE,41.953439027,-87.746258499,"47 Irving Park Rd, Bensenville, Illinois, 60106",96.48,41.960969870071,-87.938423344787,15912.058482145745
14122393,JK163545,2026-02-26T18:26:00.000,027XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.844052668,-87.623597893,"S Michigan Ave, Chicago, Illinois, 60619",93.27,41.749161527922,-87.621341593615,10553.071043749134
14122032,JK163160,2026-02-26T18:25:00.000,048XX N LINCOLN AVE,THEFT,RETAIL THEFT,DRUG STORE,41.968763818,-87.688661831,"N Lincoln Ave, Chicago, Illinois, 60618",93.0,41.934030402391,-87.721367377901,4715.036467202864
14124451,JK166119,2026-02-26T18:25:00.000,047XX N SHERIDAN RD,ASSAULT,SIMPLE,STREET,41.968596206,-87.654815176,"N Sheridan Rd, Chicago, Illinois, 60611",93.0,41.889814507165,-87.614285972721,9379.82563590186
14122095,JK163155,2026-02-26T18:20:00.000,008XX W 63RD ST,BATTERY,SIMPLE,RESTAURANT,41.779743198,-87.645227698,"8 W 63rd St, Chicago, Illinois, 60621",96.56,41.780121450331,-87.625498729067,1636.448990734236
14121989,JK163150,2026-02-26T18:20:00.000,135XX S AVENUE M,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.649710333,-87.537455263,"S Avenue M, Chicago, Illinois, 60617",92.05,41.705555853924,-87.537675763615,6209.765605293959
14122023,JK163137,2026-02-26T18:15:00.000,073XX S CARPENTER ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.76062688,-87.650361752,"S Carpenter St, Chicago, Illinois, 60643",93.27,41.660317516618,-87.647613490764,11156.225023270868
14122176,JK163247,2026-02-26T18:15:00.000,015XX S FAIRFIELD AVE,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,41.861359279,-87.694400341,"S Fairfield Ave, Chicago, Illinois, 60652",93.52,41.745378730905,-87.691286938564,12899.030310493701
14121953,JK163151,2026-02-26T18:10:00.000,011XX W 61ST ST,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,41.783272695,-87.652655074,"11 W 61st St, Chicago, Illinois, 60621",96.56,41.783151724472,-87.625436320373,2256.8792614657295
14122180,JK163174,2026-02-26T18:10:00.000,040XX S LAKE PARK AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.820982288,-87.601400234,"S Lake Park Ave, Chicago, Illinois, 60616",93.27,41.840316922215,-87.612056597833,2324.1491356474066
14122237,JK163144,2026-02-26T18:04:00.000,027XX W 38TH PL,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,41.823732931,-87.69296948,"W 38th Pl, Chicago, Illinois, 60609",91.67,41.824547027913,-87.633142407544,4958.212143353756
14121920,JK163140,2026-02-26T18:00:00.000,0000X N KEELER AVE,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,41.881327267,-87.730592602,"0 N Keeler Ave, Chicago, Illinois, 60624",98.89,41.881940524235,-87.730654292022,68.38207579583451
14122276,JK163349,2026-02-26T18:00:00.000,054XX S MICHIGAN AVE,ASSAULT,SIMPLE,APARTMENT,41.795730196,-87.622492022,"54 S Michigan Ave, Chicago, Illinois, 60603",97.74,41.881390049065,-87.624525014875,9526.429957162514
14122865,JK164247,2026-02-26T18:00:00.000,010XX N CALIFORNIA AVE,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.899665821,-87.696799239,"10 N California Ave, Chicago, Illinois, 60612",97.79,41.881282125034,-87.696389109867,2044.4556097396016
14122420,JK163630,2026-02-26T18:00:00.000,088XX S BURLEY AVE,ASSAULT,SIMPLE,STREET,41.734866441,-87.54577681,"S Burley Ave, Chicago, Illinois, 60617",92.71,41.699139129061,-87.544982007775,3973.2435185712093
14122461,JK163622,2026-02-26T18:00:00.000,072XX S HONORE ST,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.762365534,-87.669821084,"72 S Honore St, Chicago, Illinois, 60612",97.64,41.878684577699,-87.672982631658,12936.740594705378
14122410,JK163595,2026-02-26T18:00:00.000,017XX N DRAKE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.91310513,-87.715024627,"N Drake Ave, Chicago, Illinois, 60625",92.39,41.966764281477,-87.716994819128,5968.850326139495
14122382,JK163500,2026-02-26T18:00:00.000,061XX W GRAND AVE,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.921156051,-87.778841916,"61 W Grand Ave, Chicago, Illinois, 60654",97.64,41.891632080959,-87.630424531005,12713.508215213646
14122006,JK163115,2026-02-26T18:00:00.000,070XX W NEWPORT AVE,BATTERY,SIMPLE,STREET,41.94261939,-87.802217133,"W Newport Ave, Chicago, Illinois, 60618",93.0,41.943947985725,-87.703177712631,8192.638990785324
14123194,JK164551,2026-02-26T18:00:00.000,004XX E WATERSIDE DR,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,41.886915622,-87.616612361,"E Waterside Dr, Chicago, Illinois, 60601",93.27,41.886927283665,-87.615439859572,97.06905256541407
14125672,JK166942,2026-02-26T18:00:00.000,029XX N AVERS AVE,THEFT,OVER $500,STREET,41.934261143,-87.723376196,"N Avers Ave, Chicago, Illinois, 60625",92.39,41.968262245783,-87.724408261096,3781.7133651381555
14122108,JK163124,2026-02-26T17:58:00.000,106XX S WENTWORTH AVE,ASSAULT,AGGRAVATED - HANDGUN,DAY CARE CENTER,41.701407493,-87.628127503,"S Wentworth Ave, Chicago, Illinois, 60616",93.52,41.853053363829,-87.632011878188,16865.32759442773
14121987,JK163129,2026-02-26T17:57:00.000,026XX W FLETCHER ST,BATTERY,SIMPLE,OTHER (SPECIFY),41.938545295,-87.693700256,"W Fletcher St, Chicago, Illinois, 60618",93.0,41.938486196977,-87.701301074394,628.7263816415509
14122193,JK163146,2026-02-26T17:52:00.000,030XX N HAUSSEN CT,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.936563527,-87.723372633,"N Haussen Ct, Chicago, Illinois, 60618",92.71,41.936684700541,-87.723251736283,16.779386855732163
14121943,JK163122,2026-02-26T17:50:00.000,117XX S CHURCH ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.680752446,-87.671293454,"S Church St, Chicago, Illinois, 60643",92.39,41.701671459248,-87.659962062253,2509.1742794423885
14122189,JK163119,2026-02-26T17:49:00.000,006XX N WELLS ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.894408446,-87.634143853,"6 N Wells St, Chicago, Illinois, 60606",97.6,41.882057482675,-87.633913217843,1373.4971556548096
14122094,JK163211,2026-02-26T17:42:00.000,029XX N SPRINGFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,41.934632679,-87.724611205,"N Springfield Ave, Chicago, Illinois, 60625",93.97,41.966003638279,-87.725501581821,3489.068569331064
14122102,JK163106,2026-02-26T17:41:00.000,018XX N LAWNDALE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ATHLETIC CLUB,41.914403235,-87.719130719,"N Lawndale Ave, Chicago, Illinois, 60625",93.27,41.967454469101,-87.720656451805,5900.377727756714
14121992,JK163080,2026-02-26T17:40:00.000,010XX W 47TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,41.808783752,-87.651299346,"10 W 47th St, Chicago, Illinois, 60609",96.56,41.809359942616,-87.626235428184,2078.3207067822395
14122010,JK163103,2026-02-26T17:34:00.000,033XX W 21ST ST,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,41.853565259,-87.708304973,"33 W 21st St, Chicago, Illinois, 60616",96.56,41.854443965412,-87.628579003563,6603.886879611088
14124526,JK166221,2026-02-26T17:30:00.000,112XX S DR MARTIN LUTHER KING JR DR,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - YARD (FRONT / BACK),41.689962211,-87.613292647,"S Dr Martin Luther King Jr Dr, Chicago, Illinois, 60619",95.27,41.74627467465,-87.614856354537,6263.005165817792
14122495,JK163613,2026-02-26T17:30:00.000,050XX N MOZART ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.972863926,-87.700049897,"N Mozart St, Chicago, Illinois, 60625",92.39,41.963029987302,-87.699766603271,1093.7348969189302
14122945,JK164311,2026-02-26T17:30:00.000,057XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.790597548,-87.617495642,"S Calumet Ave, Chicago, Illinois, 60619",93.0,41.747412321772,-87.616429748126,4802.791638448483
14121935,JK163107,2026-02-26T17:30:00.000,005XX W MADISON ST,ASSAULT,SIMPLE,RESTAURANT,41.881883933,-87.640060441,"5 W Madison St, Chicago, Illinois, 60602",97.68,41.881983679777,-87.628052852723,994.1350297363302
14123958,JK164692,2026-02-26T17:30:00.000,026XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.930906002,-87.644017035,"26 N Clark St, Chicago, Illinois, 60602",97.6,41.882672530864,-87.630977039293,5470.802388152851
14122379,JK163486,2026-02-26T17:30:00.000,049XX S KNOX AVE,THEFT,THEFT FROM MOTOR VEHICLE,STREET,41.803059801,-87.73936261,"S Knox Ave, Chicago, Illinois, 60652",92.05,41.751242350182,-87.737778893906,5763.33406436464
14122036,JK163216,2026-02-26T17:30:00.000,022XX W GRAND AVE,BURGLARY,FORCIBLE ENTRY,RESTAURANT,41.890719773,-87.683115438,"22 W Grand Ave, Chicago, Illinois, 60654",97.64,41.891730176819,-87.628768192944,4499.9980686357185
14122162,JK163134,2026-02-26T17:30:00.000,004XX E 40TH ST,ASSAULT,SIMPLE,APARTMENT,41.821135326,-87.6152112,"4 E 40th St, Chicago, Illinois, 60653",96.56,41.822017264345,-87.626331969568,926.7285339484841
14126125,JK168009,2026-02-26T17:20:00.000,017XX W NELSON ST,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.936921907,-87.671634975,"W Nelson St, Chicago, Illinois, 60618",92.39,41.93666934811,-87.697950579274,2176.9016369032415
14121994,JK163093,2026-02-26T17:20:00.000,048XX N NEWCASTLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.969475206,-87.797688068,"N Newcastle Ave, Chicago, Illinois, 60634",93.52,41.941829270655,-87.79705691136,3074.530767743062
14121914,JK163112,2026-02-26T17:15:00.000,023XX E 72ND ST,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,41.764427308,-87.567181002,"23 E 72nd St, Chicago, Illinois, 60619",96.56,41.76363361642,-87.624238221672,4733.129255093786
14121941,JK163090,2026-02-26T17:15:00.000,027XX N CALIFORNIA AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATHLETIC CLUB,41.930896787,-87.697587655,"27 N California Ave, Chicago, Illinois, 60612",97.79,41.881793677934,-87.696245866356,5461.1456066437
14122002,JK163094,2026-02-26T17:15:00.000,0000X W 69TH ST,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,CTA TRAIN,41.769185486,-87.625732415,"0 W 69th St, Chicago, Illinois, 60621",98.89,41.769288801394,-87.626779111512,87.5624994033223
14121929,JK163087,2026-02-26T17:15:00.000,027XX N CALIFORNIA AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,41.930896787,-87.697587655,"27 N California Ave, Chicago, Illinois, 60612",97.79,41.881793677934,-87.696245866356,5461.1456066437
14121956,JK163070,2026-02-26T17:14:00.000,036XX S PAULINA ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.828173356,-87.667898146,"36 S Paulina St, Chicago, Illinois, 60612",97.68,41.880484954248,-87.669340603961,5818.011056082865
14122013,JK163038,2026-02-26T17:09:00.000,039XX W 26TH ST,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,41.844263151,-87.723798692,"39 W 26th St, Chicago, Illinois, 60616",96.56,41.845558100308,-87.628677323288,7880.69655429555
14121965,JK163052,2026-02-26T17:06:00.000,082XX S EXCHANGE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.745869517,-87.552784306,"S Exchange Ave, Chicago, Illinois, 60633",93.27,41.64285530678,-87.552166087141,11454.772558942961
14121990,JK163089,2026-02-26T17:06:00.000,023XX S PULASKI RD,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,41.849473819,-87.724703518,"23 S Pulaski Rd, Chicago, Illinois, 60624",97.68,41.880165134501,-87.725593581668,3413.514402804764
14122079,JK163230,2026-02-26T17:00:00.000,041XX N CALIFORNIA AVE,THEFT,$500 AND UNDER,APARTMENT,41.956572978,-87.698317823,"41 N California Ave, Chicago, Illinois, 60612",97.79,41.882119602787,-87.696251162663,8280.603261234957
14122873,JK164189,2026-02-26T17:00:00.000,037XX W CORTLAND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.915409152,-87.720958134,"W Cortland St, Chicago, Illinois, 60639",93.0,41.914813045814,-87.779045110084,4806.810328841436
14125223,JK166943,2026-02-26T17:00:00.000,002XX E CHICAGO AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING / GROUNDS,41.896772914,-87.621464432,"2 E Chicago Ave, Chicago, Illinois, 60611",97.71,41.896742523145,-87.628109691573,550.0243607912389
14123872,JK163041,2026-02-26T17:00:00.000,011XX N LARRABEE ST,OTHER OFFENSE,TELEPHONE THREAT,POLICE FACILITY / VEHICLE PARKING LOT,41.903113054,-87.643199348,"N Larrabee St, Chicago, Illinois, 60614",93.0,41.916472367443,-87.643598652788,1485.855331863124
14122031,JK163073,2026-02-26T17:00:00.000,037XX W 81ST ST,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,41.745936374,-87.715781072,"37 W 81st St, Chicago, Illinois, 60620",96.56,41.747204214414,-87.626272722905,7427.149743110935
14122270,JK163296,2026-02-26T17:00:00.000,0000X E LAKE ST,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),41.885729338,-87.625780935,"0 E Lake St, Chicago, Illinois, 60601",98.89,41.885838211624,-87.627776674694,165.6544626724723
14121883,JK163050,2026-02-26T16:50:00.000,027XX N MILWAUKEE AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,41.930737828,-87.710139347,"N Milwaukee Ave, Chicago, Illinois, 60618",93.52,41.936599187825,-87.719729031686,1026.6655910115544
14121889,JK163022,2026-02-26T16:47:00.000,015XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.909909583,-87.676734048,"N Milwaukee Ave, Chicago, Illinois, 60618",93.52,41.936599187825,-87.719729031686,4632.567247187887
14124808,JK166442,2026-02-26T16:45:00.000,013XX S WABASH AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.86523533,-87.625783004,"13 S Wabash Ave, Chicago, Illinois, 60603",97.68,41.881761414885,-87.626132553209,1837.8446966148892
14121906,JK163026,2026-02-26T16:45:00.000,043XX N SHERIDAN RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.96137851,-87.65474101,"N Sheridan Rd, Chicago, Illinois, 60611",93.0,41.889814507165,-87.614285972721,8632.738003389144
14121952,JK163029,2026-02-26T16:35:00.000,050XX N CLARK ST,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,41.972759229,-87.667954501,"50 N Clark St, Chicago, Illinois, 60602",97.6,41.882839086242,-87.630979105062,10456.10143157731
14121871,JK163032,2026-02-26T16:34:00.000,028XX W POLK ST,NARCOTICS,POSSESS - CRACK,STREET,41.871057281,-87.696837157,"28 W Polk St, Chicago, Illinois, 60605",97.56,41.872372128666,-87.628447844252,5664.543776386459
14122385,JK163531,2026-02-26T16:30:00.000,046XX N MARINE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.965972307,-87.648731817,"N Marine Dr, Chicago, Illinois, 60613",92.39,41.95272351896,-87.644999104878,1505.1825579559847
14123697,JK165024,2026-02-26T16:30:00.000,018XX W HARRISON ST,THEFT,THEFT FROM MOTOR VEHICLE,HOTEL / MOTEL,41.874095762,-87.673124235,"18 W Harrison St, Chicago, Illinois, 60605",97.71,41.874640596411,-87.628067961374,3731.0107424873604
14121917,JK163014,2026-02-26T16:30:00.000,016XX N WASHTENAW AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.910869059,-87.694557108,"16 N Washtenaw Ave, Chicago, Illinois, 60612",97.77,41.881981199212,-87.694002707184,3212.5111853888798
14121928,JK163016,2026-02-26T16:29:00.000,011XX S CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.86821682,-87.6304532,"11 S Clark St, Chicago, Illinois, 60603",97.6,41.881622158754,-87.630770349116,1490.8369303048996
14121912,JK163062,2026-02-26T16:20:00.000,0000X N DEARBORN ST,BATTERY,SIMPLE,CTA PLATFORM,41.882381731,-87.629412971,"0 N Dearborn St, Chicago, Illinois, 60602",98.89,41.882071170868,-87.629471183399,34.867362156419375
14121868,JK162995,2026-02-26T16:20:00.000,044XX W 16TH ST,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT / LAND,41.858703246,-87.736296722,"44 W 16th St, Chicago, Illinois, 60605",96.56,41.860205170238,-87.628606304233,8920.07384025469
14121918,JK163004,2026-02-26T16:20:00.000,007XX W GARFIELD BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),41.794321624,-87.643982631,"7 W Garfield Blvd, Chicago, Illinois, 60621",97.77,41.794263566905,-87.626006668674,1490.2308114588973
14122157,JK163001,2026-02-26T16:16:00.000,036XX S ARCHER AVE,ROBBERY,STRONG ARM - NO WEAPON,DEPARTMENT STORE,41.827373751,-87.682568055,"S Archer Ave, Chicago, Illinois, 60616",92.71,41.851904787016,-87.63686834975,4666.169683223097
14122469,JK163700,2026-02-26T16:15:00.000,132XX S CORLISS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,41.655440547,-87.60232615,"S Corliss Ave, Chicago, Illinois, 60628",93.0,41.704718388035,-87.603944921563,5481.0948344615745
